index	pickup	dropoff	passengers	distance	fare	tip	tolls	total	color	payment	pickup_zone	dropoff_zone	pickup_borough	dropoff_borough
162	2019-03-06 17:36:48	2019-03-06 18:43:39	2	17.1	52.0	13.1	5.76	78.66	yellow	credit card	Midtown South	JFK Airport	Manhattan	Queens
163	2019-03-08 04:17:26	2019-03-08 04:21:46	1	1.2	5.5	1.0	0.0	10.3	yellow	credit card	Garment District	Garment District	Manhattan	Manhattan
164	2019-03-31 15:21:11	2019-03-31 15:37:28	2	1.8	11.0	1.0	0.0	15.3	yellow	credit card	East Village	West Village	Manhattan	Manhattan
165	2019-03-21 21:31:56	2019-03-21 21:49:14	1	2.13	12.0	0.0	0.0	15.8	yellow	cash	Meatpacking/West Village West	East Village	Manhattan	Manhattan
166	2019-03-06 12:43:50	2019-03-06 12:59:59	1	1.4	11.0	2.85	0.0	17.15	yellow	credit card	Gramercy	Flatiron	Manhattan	Manhattan
167	2019-03-18 14:30:31	2019-03-18 14:36:40	1	0.6	5.5	0.0	0.0	8.8	yellow	cash	Upper East Side North	Yorkville West	Manhattan	Manhattan
168	2019-03-28 22:33:16	2019-03-28 22:45:37	2	1.56	9.5	0.0	0.0	13.3	yellow	cash	Midtown Center	Murray Hill	Manhattan	Manhattan
169	2019-03-13 12:33:55	2019-03-13 12:40:20	6	0.95	6.0	2.32	0.0	11.62	yellow	credit card	Lincoln Square East	Clinton East	Manhattan	Manhattan
170	2019-03-14 04:46:52	2019-03-14 04:49:50	2	0.56	4.0	1.56	0.0	9.36	yellow	credit card	Times Sq/Theatre District	Midtown Center	Manhattan	Manhattan
171	2019-03-13 19:21:03	2019-03-13 19:28:35	1	1.0	6.5	0.0	0.0	10.8	yellow	cash	Little Italy/NoLiTa	Greenwich Village North	Manhattan	Manhattan
172	2019-03-01 11:25:31	2019-03-01 11:34:24	1	1.24	8.0	0.0	0.0	11.3	yellow	cash	Upper West Side South	Upper East Side North	Manhattan	Manhattan
173	2019-03-05 22:07:42	2019-03-05 22:18:17	6	2.16	9.5	3.32	0.0	16.62	yellow	credit card	Midtown East	East Village	Manhattan	Manhattan
174	2019-03-04 20:56:26	2019-03-04 21:13:36	1	9.97	28.5	0.0	0.0	29.8	yellow	credit card	Mott Haven/Port Morris	Riverdale/North Riverdale/Fieldston	Bronx	Bronx
175	2019-03-04 20:40:56	2019-03-04 20:44:27	1	1.1	5.5	1.86	0.0	11.16	yellow	credit card	Clinton East	Clinton East	Manhattan	Manhattan
176	2019-03-05 17:58:10	2019-03-05 18:00:25	1	0.44	3.5	1.11	0.0	8.91	yellow	credit card	East Village	Gramercy	Manhattan	Manhattan
177	2019-03-29 19:21:12	2019-03-29 19:35:34	1	5.19	17.5	4.0	0.0	25.8	yellow	credit card	Financial District North	Murray Hill	Manhattan	Manhattan
178	2019-03-16 17:27:17	2019-03-16 17:41:03	0	3.5	14.5	0.0	0.0	15.3	yellow	cash	Manhattan Valley	Washington Heights South	Manhattan	Manhattan
179	2019-03-01 10:25:50	2019-03-01 10:32:29	1	0.84	6.0	0.0	0.0	9.3	yellow	cash	Upper West Side South	Lincoln Square West	Manhattan	Manhattan
180	2019-03-08 00:51:39	2019-03-08 00:56:54	5	0.93	5.5	1.86	0.0	11.16	yellow	credit card	East Village	Lower East Side	Manhattan	Manhattan
181	2019-03-15 09:20:34	2019-03-15 09:27:03	2	0.71	6.0	0.0	0.0	9.3	yellow	cash	Midtown East	Murray Hill	Manhattan	Manhattan
182	2019-03-07 00:09:28	2019-03-07 00:38:46	1	6.08	24.0	0.0	0.0	27.8	yellow	cash	Midtown South	Steinway	Manhattan	Queens
183	2019-03-11 20:45:26	2019-03-11 20:50:27	1	1.09	6.0	1.96	0.0	11.76	yellow	credit card	East Village	Gramercy	Manhattan	Manhattan
184	2019-03-26 12:52:27	2019-03-26 13:07:01	1	1.9	10.5	0.0	0.0	13.8	yellow	cash	Sutton Place/Turtle Bay North	Midtown South	Manhattan	Manhattan
185	2019-03-13 08:34:03	2019-03-13 08:51:10	1	1.8	11.5	0.0	0.0	14.8	yellow	cash	Penn Station/Madison Sq West	Lincoln Square West	Manhattan	Manhattan
186	2019-03-14 19:38:22	2019-03-14 19:43:09	1	1.5	6.5	2.7	0.0	13.5	yellow	credit card	Midtown East	Yorkville West	Manhattan	Manhattan
187	2019-03-17 00:48:21	2019-03-17 00:59:36	2	2.17	10.0	0.0	0.0	13.8	yellow	cash	Little Italy/NoLiTa	Stuy Town/Peter Cooper Village	Manhattan	Manhattan
188	2019-03-26 15:06:47	2019-03-26 15:59:52	1	18.41	52.0	0.02	5.76	61.08	yellow	credit card	JFK Airport	Midtown Center	Queens	Manhattan
189	2019-03-17 00:50:05	2019-03-17 01:01:47	4	2.0	10.0	2.75	0.0	16.55	yellow	credit card	East Village	East Chelsea	Manhattan	Manhattan
190	2019-03-30 09:39:06	2019-03-30 09:45:23	1	1.2	6.5	1.95	0.0	11.75	yellow	credit card	Hudson Sq	Greenwich Village North	Manhattan	Manhattan
191	2019-03-31 14:28:46	2019-03-31 14:34:24	1	1.46	6.5	1.96	0.0	11.76	yellow	credit card	Sutton Place/Turtle Bay North	Lenox Hill East	Manhattan	Manhattan
192	2019-03-19 09:28:34	2019-03-19 10:01:34	1	14.1	39.5	6.0	0.0	46.3	yellow	credit card	JFK Airport	Astoria	Queens	Queens
193	2019-03-18 21:28:55	2019-03-18 21:52:22	1	14.3	40.0	0.0	0.0	41.3	yellow	cash	JFK Airport	Sheepshead Bay	Queens	Brooklyn
194	2019-03-10 06:32:41	2019-03-10 06:36:23	1	0.66	4.5	0.0	0.0	7.8	yellow	cash	Garment District	Murray Hill	Manhattan	Manhattan
195	2019-03-20 18:51:16	2019-03-20 19:03:10	1	3.13	11.5	3.16	0.0	18.96	yellow	credit card	Lenox Hill East	East Harlem South	Manhattan	Manhattan
196	2019-03-12 14:39:59	2019-03-12 15:06:34	1	6.5	23.5	0.0	5.76	32.56	yellow	cash	Times Sq/Theatre District	Williamsburg (North Side)	Manhattan	Brooklyn
197	2019-03-19 14:05:07	2019-03-19 14:11:25	1	1.3	6.5	2.45	0.0	12.25	yellow	credit card	Penn Station/Madison Sq West	Clinton West	Manhattan	Manhattan
198	2019-03-19 16:13:05	2019-03-19 16:14:39	1	0.2	3.0	0.0	0.0	7.3	yellow	cash	Greenwich Village North	Greenwich Village North	Manhattan	Manhattan
199	2019-03-16 13:18:43	2019-03-16 13:33:44	1	1.8	11.0	0.0	0.0	14.3	yellow	cash	West Chelsea/Hudson Yards	Times Sq/Theatre District	Manhattan	Manhattan
200	2019-03-14 07:59:57	2019-03-14 08:09:42	1	1.4	8.5	2.35	0.0	14.15	yellow	credit card	Upper East Side South	Upper East Side North	Manhattan	Manhattan
201	2019-03-31 14:28:05	2019-03-31 14:41:07	1	1.1	9.0	0.0	0.0	12.3	yellow	cash	Sutton Place/Turtle Bay North	Times Sq/Theatre District	Manhattan	Manhattan
202	2019-03-15 21:25:04	2019-03-15 21:31:55	1	0.88	6.0	0.0	0.0	9.8	yellow	cash	Upper East Side South	Midtown Center	Manhattan	Manhattan
203	2019-03-02 22:42:20	2019-03-02 22:56:52	1	2.3	11.5	3.8	0.0	19.1	yellow	credit card	Times Sq/Theatre District	Upper West Side South	Manhattan	Manhattan
204	2019-03-25 18:47:22	2019-03-25 18:57:06	3	1.21	7.5	0.0	0.0	11.8	yellow	cash	Clinton West	Clinton East	Manhattan	Manhattan
205	2019-03-15 14:19:05	2019-03-15 14:20:39	5	0.47	3.5	0.0	0.0	6.8	yellow	credit card	Lenox Hill West	Yorkville West	Manhattan	Manhattan
206	2019-03-06 09:48:13	2019-03-06 09:58:40	1	1.6	8.5	2.35	0.0	14.15	yellow	credit card	Little Italy/NoLiTa	Flatiron	Manhattan	Manhattan
207	2019-03-08 18:04:40	2019-03-08 18:11:10	1	1.5	7.0	4.0	0.0	15.3	yellow	credit card	Manhattan Valley	Lincoln Square East	Manhattan	Manhattan
208	2019-03-07 17:15:41	2019-03-07 17:18:41	1	0.4	4.5	0.0	0.0	8.8	yellow	cash	Upper West Side South	Upper West Side North	Manhattan	Manhattan
209	2019-03-30 23:38:33	2019-03-30 23:48:10	1	1.1	7.5	1.0	0.0	12.3	yellow	credit card	SoHo	Lower East Side	Manhattan	Manhattan
210	2019-03-13 07:15:24	2019-03-13 07:25:50	1	2.27	9.5	0.0	0.0	12.8	yellow	cash	Gramercy	Midtown Center	Manhattan	Manhattan
211	2019-03-30 23:53:24	2019-03-30 23:56:29	1	0.6	4.5	0.0	0.0	8.3	yellow	credit card	Greenwich Village South	Greenwich Village North	Manhattan	Manhattan
212	2019-03-25 21:36:30	2019-03-25 21:44:52	1	0.9	7.0	2.16	0.0	12.96	yellow	credit card	Midtown Center	Penn Station/Madison Sq West	Manhattan	Manhattan
213	2019-03-30 11:31:52	2019-03-30 11:35:10	1	0.3	4.0	3.0	0.0	10.3	yellow	credit card	Greenwich Village South	East Village	Manhattan	Manhattan
214	2019-03-22 22:40:19	2019-03-22 22:55:26	1	2.75	12.5	0.0	0.0	13.8	yellow	cash	Stuyvesant Heights	Crown Heights North	Brooklyn	Brooklyn
215	2019-03-10 10:32:26	2019-03-10 10:35:20	1	0.6	4.5	1.06	0.0	6.36	yellow	credit card	Morningside Heights	Manhattan Valley	Manhattan	Manhattan
216	2019-03-05 22:00:00	2019-03-05 22:17:27	2	3.6	14.5	3.65	0.0	21.95	yellow	credit card	Sutton Place/Turtle Bay North	TriBeCa/Civic Center	Manhattan	Manhattan
217	2019-03-15 22:59:38	2019-03-15 23:04:56	6	1.16	6.0	0.0	0.0	9.8	yellow	cash	Upper West Side South	Upper West Side North	Manhattan	Manhattan
218	2019-03-20 11:15:24	2019-03-20 11:59:38	1	15.01	46.5	0.0	5.76	53.06	yellow	credit card	Lenox Hill East	Midwood	Manhattan	Brooklyn
219	2019-03-08 18:08:03	2019-03-08 18:15:42	1	1.4	7.0	2.25	0.0	13.55	yellow	credit card	Kips Bay	Alphabet City	Manhattan	Manhattan
220	2019-03-20 22:27:45	2019-03-20 22:49:14	2	3.69	16.0	0.0	0.0	19.8	yellow	cash	Lower East Side	Times Sq/Theatre District	Manhattan	Manhattan
221	2019-03-14 12:43:06	2019-03-14 13:06:58	1	8.81	27.5	7.31	5.76	43.87	yellow	credit card	LaGuardia Airport	Lenox Hill East	Queens	Manhattan
222	2019-03-22 21:39:15	2019-03-22 21:45:25	1	0.84	6.0	2.0	0.0	11.8	yellow	credit card	Upper East Side South	Sutton Place/Turtle Bay North	Manhattan	Manhattan
223	2019-03-13 21:57:25	2019-03-13 22:15:34	1	9.61	27.5	5.56	5.76	42.62	yellow	credit card	LaGuardia Airport	Lenox Hill East	Queens	Manhattan
224	2019-03-19 23:41:10	2019-03-19 23:43:55	1	0.4	4.0	0.0	0.0	7.8	yellow	cash	Upper East Side South	Lenox Hill East	Manhattan	Manhattan
225	2019-03-22 15:36:34	2019-03-22 16:34:48	2	12.07	48.5	11.51	5.76	69.07	yellow	credit card	Manhattan Valley	Boerum Hill	Manhattan	Brooklyn
226	2019-03-01 20:28:26	2019-03-01 20:36:21	1	1.31	7.5	0.0	0.0	11.3	yellow	cash	Garment District	Midtown East	Manhattan	Manhattan
227	2019-03-14 14:28:42	2019-03-14 14:56:54	1	3.79	19.5	4.56	0.0	29.31	yellow	credit card	Midtown Center	Lenox Hill East	Manhattan	Manhattan
228	2019-03-03 21:02:46	2019-03-03 21:22:46	1	9.9	28.0	7.51	5.76	45.07	yellow	credit card	LaGuardia Airport	Upper East Side South	Queens	Manhattan
229	2019-03-19 23:32:01	2019-03-19 23:40:05	1	1.86	8.0	2.36	0.0	14.16	yellow	credit card	Times Sq/Theatre District	Union Sq	Manhattan	Manhattan
230	2019-03-17 02:22:11	2019-03-17 02:31:02	2	0.66	7.0	1.94	0.0	12.74	yellow	credit card	East Village	East Village	Manhattan	Manhattan
231	2019-03-04 15:30:13	2019-03-04 15:41:03	1	0.62	7.5	2.16	0.0	12.96	yellow	credit card	Midtown Center	Midtown Center	Manhattan	Manhattan
232	2019-03-14 11:45:08	2019-03-14 11:48:55	1	0.7	4.5	0.0	0.0	7.8	yellow	cash	Yorkville West	Yorkville West	Manhattan	Manhattan
233	2019-03-07 23:46:25	2019-03-07 23:51:55	1	1.09	6.0	1.96	0.0	11.76	yellow	credit card	Penn Station/Madison Sq West	Midtown Center	Manhattan	Manhattan
234	2019-03-06 21:56:51	2019-03-06 22:03:35	1	1.1	6.5	1.54	0.0	11.84	yellow	credit card	Gramercy	West Village	Manhattan	Manhattan
235	2019-03-20 23:19:55	2019-03-20 23:46:00	1	4.82	19.5	4.66	0.0	27.96	yellow	credit card	Union Sq	Financial District South	Manhattan	Manhattan
236	2019-03-15 19:33:40	2019-03-15 19:54:59	1	3.3	15.5	2.96	0.0	22.76	yellow	credit card	Upper East Side South	Gramercy	Manhattan	Manhattan
237	2019-03-26 12:11:08	2019-03-26 12:23:55	1	1.0	8.5	0.0	0.0	11.8	yellow	cash	Clinton East	Garment District	Manhattan	Manhattan
238	2019-03-09 01:49:19	2019-03-09 01:54:17	1	1.5	6.5	2.55	0.0	12.85	yellow	credit card	SoHo	Flatiron	Manhattan	Manhattan
239	2019-03-14 08:51:47	2019-03-14 09:00:44	2	1.0	7.5	2.15	0.0	12.95	yellow	credit card	Midtown South	Midtown North	Manhattan	Manhattan
240	2019-03-20 20:17:19	2019-03-20 20:46:58	1	10.1	32.0	5.5	5.76	47.06	yellow	credit card	LaGuardia Airport	Times Sq/Theatre District	Queens	Manhattan
241	2019-03-29 13:30:12	2019-03-29 13:36:35	1	1.23	6.5	2.45	0.0	12.25	yellow	credit card	Manhattan Valley	Upper West Side North	Manhattan	Manhattan
242	2019-03-10 12:44:26	2019-03-10 12:48:27	4	1.1	5.5	0.44	0.0	9.24	yellow	credit card	Lenox Hill West	Yorkville East	Manhattan	Manhattan
243	2019-03-01 12:14:41	2019-03-01 12:18:39	2	0.5	4.5	1.05	0.0	6.35	yellow	credit card	East Harlem North	East Harlem North	Manhattan	Manhattan
244	2019-03-22 10:35:22	2019-03-22 10:41:18	1	0.75	5.5	1.5	0.0	10.3	yellow	credit card	Lincoln Square East	Midtown North	Manhattan	Manhattan
245	2019-03-31 18:09:31	2019-03-31 18:25:30	1	2.62	12.0	3.06	0.0	18.36	yellow	credit card	Midtown Center	East Village	Manhattan	Manhattan
246	2019-03-14 19:36:16	2019-03-14 19:52:41	1	1.65	11.5	3.95	0.0	19.75	yellow	credit card	UN/Turtle Bay South	Penn Station/Madison Sq West	Manhattan	Manhattan
247	2019-03-07 18:49:41	2019-03-07 19:07:05	1	2.75	13.0	3.46	0.0	20.76	yellow	credit card	Yorkville West	Lincoln Square East	Manhattan	Manhattan
248	2019-03-02 23:13:33	2019-03-02 23:28:52	1	2.32	12.0	0.0	0.0	15.8	yellow	cash	Little Italy/NoLiTa	Midtown South	Manhattan	Manhattan
249	2019-03-10 01:44:58	2019-03-10 01:51:17	6	1.44	6.5	3.09	0.0	13.39	yellow	credit card	West Village	Midtown South	Manhattan	Manhattan
250	2019-03-21 10:07:48	2019-03-21 10:52:02	2	16.74	52.0	15.26	5.76	76.32	yellow	credit card	East Chelsea	JFK Airport	Manhattan	Queens
251	2019-03-07 13:07:41	2019-03-07 13:22:19	6	1.7	10.5	2.75	0.0	16.55	yellow	credit card	Midtown Center	Union Sq	Manhattan	Manhattan
252	2019-03-09 02:17:59	2019-03-09 02:28:16	1	1.46	8.5	1.0	0.0	13.3	yellow	credit card	Lower East Side	Union Sq	Manhattan	Manhattan
253	2019-03-03 13:38:18	2019-03-03 13:49:14	5	1.78	9.5	2.56	0.0	15.36	yellow	credit card	Upper West Side South	Lenox Hill West	Manhattan	Manhattan
254	2019-03-16 12:17:09	2019-03-16 12:34:47	1	2.7	13.5	0.0	0.0	16.8	yellow	cash	Bloomingdale	Lincoln Square East	Manhattan	Manhattan
255	2019-03-12 07:31:29	2019-03-12 07:34:04	1	0.5	4.0	2.15	0.0	9.45	yellow	credit card	Upper West Side South	Upper West Side South	Manhattan	Manhattan
256	2019-03-22 01:12:31	2019-03-22 01:26:25	2	2.77	12.0	1.0	0.0	16.8	yellow	credit card	Lower East Side	Flatiron	Manhattan	Manhattan
257	2019-03-11 18:18:44	2019-03-11 18:26:55	1	1.13	7.0	1.7	0.0	13.0	yellow	credit card	Lenox Hill West	Midtown Center	Manhattan	Manhattan
258	2019-03-03 20:28:29	2019-03-03 20:33:11	2	0.9	5.5	0.0	0.0	9.3	yellow	cash	Times Sq/Theatre District	Midtown North	Manhattan	Manhattan
259	2019-03-20 03:41:49	2019-03-20 03:58:06	6	5.53	17.5	2.5	0.0	23.8	yellow	credit card	Chinatown	Yorkville West	Manhattan	Manhattan
260	2019-03-05 22:16:23	2019-03-05 22:24:14	1	1.06	7.0	1.08	0.0	11.88	yellow	credit card	Penn Station/Madison Sq West	Murray Hill	Manhattan	Manhattan
261	2019-03-21 16:19:53	2019-03-21 16:24:46	1	0.8	5.5	0.0	0.0	9.8	yellow	cash	Garment District	Union Sq	Manhattan	Manhattan
262	2019-03-03 14:34:00	2019-03-03 14:42:34	2	1.35	7.5	1.0	0.0	11.8	yellow	credit card	Union Sq	West Chelsea/Hudson Yards	Manhattan	Manhattan
263	2019-03-07 02:07:02	2019-03-07 02:13:15	1	0.85	6.0	1.96	0.0	11.76	yellow	credit card	Greenwich Village South	East Village	Manhattan	Manhattan
264	2019-03-28 10:50:01	2019-03-28 10:55:52	1	1.47	6.5	2.45	0.0	12.25	yellow	credit card	Lenox Hill East	East Harlem South	Manhattan	Manhattan
265	2019-03-03 20:32:34	2019-03-03 20:39:11	1	0.77	6.0	1.2	0.0	11.0	yellow	credit card	East Village	Little Italy/NoLiTa	Manhattan	Manhattan
266	2019-03-26 21:42:29	2019-03-26 22:05:23	2	4.4	17.5	3.76	0.0	22.56	yellow	credit card	Fort Greene	Cypress Hills	Brooklyn	Brooklyn
267	2019-03-27 00:09:57	2019-03-27 00:37:20	1	9.39	29.5	0.0	0.0	33.3	yellow	cash	Garment District	Park Slope	Manhattan	Brooklyn
268	2019-03-03 11:16:14	2019-03-03 11:20:53	1	1.3	6.0	0.0	0.0	9.3	yellow	cash	Clinton West	Lincoln Square West	Manhattan	Manhattan
269	2019-03-03 21:34:24	2019-03-03 22:08:25	2	7.8	28.0	6.35	0.0	38.15	yellow	credit card	Greenwich Village North	Central Harlem	Manhattan	Manhattan
270	2019-03-09 02:35:34	2019-03-09 03:10:06	1	10.82	36.0	7.96	0.0	47.76	yellow	credit card	Gramercy	Washington Heights South	Manhattan	Manhattan
271	2019-03-18 19:41:36	2019-03-18 19:51:29	1	1.33	8.5	2.56	0.0	15.36	yellow	credit card	Midtown North	Lincoln Square West	Manhattan	Manhattan
272	2019-03-27 14:41:53	2019-03-27 15:20:49	4	3.03	23.0	5.26	0.0	31.56	yellow	credit card	Central Park	Greenwich Village North	Manhattan	Manhattan
273	2019-03-15 09:56:40	2019-03-15 10:31:18	1	13.4	38.5	0.0	0.0	39.3	yellow	cash	JFK Airport	North Corona	Queens	Queens
274	2019-03-26 23:54:47	2019-03-27 00:03:12	1	2.24	9.0	3.2	0.0	16.0	yellow	credit card	TriBeCa/Civic Center	Flatiron	Manhattan	Manhattan
275	2019-03-09 10:51:40	2019-03-09 10:55:43	1	0.74	5.0	1.66	0.0	9.96	yellow	credit card	Lincoln Square West	Lincoln Square East	Manhattan	Manhattan
276	2019-03-27 23:16:20	2019-03-27 23:34:32	1	4.91	17.5	4.26	0.0	25.56	yellow	credit card	East Village	Greenpoint	Manhattan	Brooklyn
277	2019-03-14 19:56:56	2019-03-14 20:07:03	1	1.24	8.0	3.69	0.0	15.99	yellow	credit card	Midtown Center	Upper East Side South	Manhattan	Manhattan
278	2019-03-25 16:23:11	2019-03-25 17:12:18	0	11.8	40.5	10.55	0.0	52.85	yellow	credit card	LaGuardia Airport	Boerum Hill	Queens	Brooklyn
279	2019-03-14 17:52:20	2019-03-14 18:08:32	1	2.1	12.0	3.25	0.0	19.55	yellow	credit card	Midtown Center	Kips Bay	Manhattan	Manhattan
280	2019-03-26 22:40:00	2019-03-26 22:56:19	1	4.1	15.0	3.75	0.0	22.55	yellow	credit card	Midtown East	Greenpoint	Manhattan	Brooklyn
281	2019-03-25 12:44:45	2019-03-25 12:57:31	1	1.7	10.0	2.65	0.0	15.95	yellow	credit card	Murray Hill	Greenwich Village North	Manhattan	Manhattan
282	2019-03-04 20:45:32	2019-03-04 20:52:24	2	0.9	6.5	1.0	0.0	11.3	yellow	credit card	Murray Hill	Penn Station/Madison Sq West	Manhattan	Manhattan
283	2019-03-22 11:55:00	2019-03-22 12:36:56	2	16.6	52.0	6.0	5.76	67.06	yellow	credit card	Midtown Center	JFK Airport	Manhattan	Queens
284	2019-03-14 13:51:46	2019-03-14 13:59:11	1	1.1	7.0	3.05	0.0	13.35	yellow	credit card	Garment District	Midtown North	Manhattan	Manhattan
285	2019-03-05 07:01:12	2019-03-05 07:10:34	1	1.5	8.5	0.0	0.0	11.8	yellow	cash	Financial District North	TriBeCa/Civic Center	Manhattan	Manhattan
286	2019-03-30 21:43:33	2019-03-30 21:56:42	1	1.5	9.5	0.0	0.0	13.3	yellow	cash	West Chelsea/Hudson Yards	Garment District	Manhattan	Manhattan
287	2019-03-04 22:21:05	2019-03-04 22:30:40	2	2.41	9.5	3.32	0.0	16.62	yellow	credit card	Midtown Center	Yorkville West	Manhattan	Manhattan
288	2019-03-28 19:44:08	2019-03-28 19:55:11	1	1.5	9.0	1.0	0.0	13.8	yellow	credit card	Union Sq	Lower East Side	Manhattan	Manhattan
289	2019-03-27 08:38:24	2019-03-27 08:43:49	1	0.9	5.5	0.0	0.0	8.8	yellow	cash	Upper East Side South	Upper East Side North	Manhattan	Manhattan
290	2019-03-06 15:09:42	2019-03-06 15:19:00	1	0.77	7.0	2.06	0.0	12.36	yellow	credit card	Lincoln Square East	Clinton West	Manhattan	Manhattan
291	2019-03-02 12:19:18	2019-03-02 12:25:02	1	1.21	6.5	1.96	0.0	11.76	yellow	credit card	Union Sq	Greenwich Village South	Manhattan	Manhattan
292	2019-03-10 17:32:43	2019-03-10 17:51:17	1	2.9	15.0	3.65	0.0	21.95	yellow	credit card	Midtown North	Long Island City/Hunters Point	Manhattan	Queens
293	2019-03-15 23:31:29	2019-03-15 23:48:39	1	2.3	12.5	3.0	0.0	19.3	yellow	credit card	Greenwich Village South	Murray Hill	Manhattan	Manhattan
294	2019-03-15 10:19:19	2019-03-15 10:25:22	1	1.24	6.5	0.88	0.0	8.18	yellow	credit card	Upper West Side North	Morningside Heights	Manhattan	Manhattan
295	2019-03-04 15:55:01	2019-03-04 16:14:40	1	3.81	16.0	0.0	0.0	19.3	yellow	cash	Battery Park City	Penn Station/Madison Sq West	Manhattan	Manhattan
296	2019-03-21 09:48:17	2019-03-21 10:05:14	1	0.9	11.0	2.85	0.0	17.15	yellow	credit card	Murray Hill	Sutton Place/Turtle Bay North	Manhattan	Manhattan
297	2019-03-05 14:57:54	2019-03-05 15:08:35	2	1.07	8.0	2.26	0.0	13.56	yellow	credit card	Lenox Hill West	Upper East Side South	Manhattan	Manhattan
298	2019-03-18 15:10:01	2019-03-18 15:30:21	2	8.55	26.0	7.01	5.76	42.07	yellow	credit card	Upper East Side North	LaGuardia Airport	Manhattan	Queens
299	2019-03-15 15:11:55	2019-03-15 15:25:37	1	2.27	11.0	2.86	0.0	17.16	yellow	credit card	Flatiron	Lincoln Square East	Manhattan	Manhattan
300	2019-03-15 02:02:17	2019-03-15 02:16:41	2	8.02	23.0	0.0	0.0	24.3	yellow	cash	Steinway	Hillcrest/Pomonok	Queens	Queens
301	2019-03-05 14:55:55	2019-03-05 15:02:29	2	1.0	6.5	0.0	0.0	9.8	yellow	cash	Lincoln Square East	Upper West Side South	Manhattan	Manhattan
302	2019-03-20 17:22:33	2019-03-20 18:07:19	1	17.01	52.0	0.0	5.76	65.56	yellow	cash	JFK Airport	Midtown East	Queens	Manhattan
303	2019-03-06 01:29:16	2019-03-06 01:47:35	1	5.6	19.0	0.0	0.0	22.8	yellow	credit card	Garment District	East Harlem South	Manhattan	Manhattan
304	2019-03-25 22:43:54	2019-03-25 22:51:42	1	1.4	7.5	0.0	0.0	11.3	yellow	cash	Upper East Side South	UN/Turtle Bay South	Manhattan	Manhattan
305	2019-03-13 11:29:40	2019-03-13 11:39:38	2	1.4	8.0	0.0	0.0	11.3	yellow	cash	SoHo	Meatpacking/West Village West	Manhattan	Manhattan
306	2019-03-02 01:05:09	2019-03-02 01:25:21	1	6.25	20.0	4.0	0.0	27.8	yellow	credit card	East Village	Bloomingdale	Manhattan	Manhattan
307	2019-03-27 16:25:43	2019-03-27 16:35:23	1	0.68	7.5	0.0	0.0	11.8	yellow	cash	Upper East Side South	Upper East Side South	Manhattan	Manhattan
308	2019-03-18 12:54:42	2019-03-18 13:32:35	5	18.76	52.0	11.71	5.76	70.27	yellow	credit card	Central Harlem	JFK Airport	Manhattan	Queens
309	2019-03-08 00:42:58	2019-03-08 00:53:48	2	3.67	12.0	3.16	0.0	18.96	yellow	credit card	East Village	Yorkville West	Manhattan	Manhattan
310	2019-03-16 14:02:05	2019-03-16 14:10:07	3	1.2	7.5	2.16	0.0	12.96	yellow	credit card	Upper East Side South	Lenox Hill West	Manhattan	Manhattan
311	2019-03-22 19:16:34	2019-03-22 19:21:02	2	0.95	5.5	2.45	0.0	12.25	yellow	credit card	Lincoln Square East	Midtown North	Manhattan	Manhattan
312	2019-03-20 08:47:11	2019-03-20 09:07:33	1	1.3	13.0	3.26	0.0	19.56	yellow	credit card	Lincoln Square West	Times Sq/Theatre District	Manhattan	Manhattan
313	2019-03-20 14:15:30	2019-03-20 14:26:48	1	4.0	14.0	0.0	0.0	14.8	yellow	credit card	JFK Airport	Baisley Park	Queens	Queens
314	2019-03-24 06:21:12	2019-03-24 06:46:32	1	18.99	50.5	10.26	0.0	61.56	yellow	credit card	JFK Airport	Brooklyn Heights	Queens	Brooklyn
315	2019-03-12 23:55:59	2019-03-13 00:06:04	1	1.2	8.0	1.5	0.0	13.3	yellow	credit card	Hudson Sq	Lower East Side	Manhattan	Manhattan
316	2019-03-07 19:05:47	2019-03-07 19:17:30	6	2.04	10.0	2.86	0.0	17.16	yellow	credit card	Midtown East	East Village	Manhattan	Manhattan
317	2019-03-12 17:55:27	2019-03-12 18:04:31	1	1.4	8.5	3.2	0.0	16.0	yellow	credit card	TriBeCa/Civic Center	Financial District South	Manhattan	Manhattan
318	2019-03-16 13:17:21	2019-03-16 13:25:58	1	0.66	7.0	0.0	0.0	10.3	yellow	cash	Midtown East	Midtown East	Manhattan	Manhattan
319	2019-03-01 21:38:07	2019-03-01 21:44:45	2	0.7	6.0	1.95	0.0	11.75	yellow	credit card	Lower East Side	Little Italy/NoLiTa	Manhattan	Manhattan
320	2019-03-28 23:05:10	2019-03-28 23:14:57	1	1.5	8.0	0.0	0.0	11.8	yellow	cash	Little Italy/NoLiTa	Gramercy	Manhattan	Manhattan
