text,category
42 ARTICLE III CONDITIONS OF EFFECTIVENESS AND LENDING...................... 43 SECTION 3.1 Conditions Precedent to Effectiveness of this Agreement.... 43 SECTION 3.2 Conditions Precedent to Initial Advances................... 44 SECTION 3.3 Conditions Precedent to Initial Advances to Any Borrowing Subsidiary or Holding......................... 45 SECTION 3.4 Conditions Precedent to Each Borrowing..................... 46 ARTICLE IV,other
"The Company agrees that at the Company's sole expense, Company shall, (i) no later than thirty (30) days following a written demand from the Warrant Holder or the holder of Warrant Shares for registration, file on its behalf and on behalf of the Warrant Holder or the holder of Warrant Shares with respect to the Warrant Shares specified in such demand a Registration Statement in accordance with the Securities Act; and (ii) use its commercially reasonable efforts to cause such Registration Statement to be declared effective by the Commission as soon thereafter as reasonably practicable. The Company shall be obligated to prepare, file and cause to become effective only one (1) Registration Statement pursuant to this Section 11(d) (which Registration Statement shall be in addition to any filed under Section 11(c)). The registration required to be effected by the Company pursuant to Section 11(c) or this Section 11(d) shall not be deemed to have been effected even though a Registration Statement with respect thereto has become effective (1) if, after it has become effective, such registration is interfered with by any stop order, injunction, or other order or requirement of the Commission or other governmental agency or court, for any reason not attributable to the Warrant Holder with respect to such Registration Statement, and has not thereafter become effective or (2) if the conditions to closing specified in the underwriting agreement, if any, entered into in connection with such registration are not satisfied or waived, other than by reason of a failure on the part of the Warrant Holder with respect to such Registration Statement; provided, that this the Warrant Holder or the holder of Warrant Shares may not be able to make a demand for registration under this Section 5(d) (A) unless and until a registration statement filed pursuant to Section 5(a) shall have expired or become ineffective or (B) to the extent that sales may be reasonably made pursuant to Rule 144 under the Securities Act b the Warrant Holder.",other
"choice-of-language The language of this Agreement is English. All notices, correspondence, Project Contracts, documentation, Designs and Drawings, DPR, design data, test reports, certificates, specifications and standards and information in respect of this Agreement, under or in connection with this Agreement shall be in the English language. All other written and printed matter, communications, documentation, proceedings and notices etc. pursuant or relevant to this Agreement shall be in the English language.",other
"ENTIRE AGREEMENT, ETC This Agreement and the Plan contain the entire agreement and understanding of the parties hereto with respect to the subject matter contained herein and therein and supersede all prior communications, representations and negotiations in respect thereto.",other
"number-of-demand-registrations (a) If the Company shall receive a written request from the DLJMB Stockholders (such requesting person, the “Requesting Stockholder”) that the Company effect the registration under the Securities Act of all or any portion of such Requesting Stockholder’s Registrable Securities, and specifying the intended method of disposition thereof, then the Company shall promptly give notice of such requested registration (each such request shall be referred to herein as a “Demand Registration”) at least fifteen (15) Business Days prior to the anticipated filing date of the registration statement relating to such Demand Registration to the other Stockholders and thereupon shall use its best efforts to effect, as expeditiously as possible, the registration under the Securities Act of:",other
Any day on which the New York Stock Exchange is open for trading.,other
"Compliance with <strong>Rules and Regulations</strong> Tenant shall observe and comply with such reasonable rules and regulations as Landlord may prescribe upon written notice to Tenant for the safety, care and cleanliness of the Building and Premises, and the comfort, quiet enjoyment and convenience of other occupants of the Development.",other
"Number of Demand Registrations Notwithstanding anything herein to the contrary, and in addition to its obligations under Section 3(a) hereinabove, the Company shall:",other
"(a) Subject to the conditions of this Section 4.1, if the Corporation shall receive at any time after one hundred eighty (180) days after the effective date of an initial public offering of the Common Stock, a written request from Investor Parties holding a majority of the Common Stock on a Fully Diluted Basis held by all Investor Parties that the Corporation file a registration statement under the Securities Act covering the registration of Registrable Securities held by the Investor Parties with an anticipated aggregate offering price (net of underwriting discounts and commissions) of at least US$10,000,000, then the Corporation shall, subject to the limitations of this Section 4.1, use all commercially reasonable efforts to effect, as soon as practicable, the registration under the Securities Act of all Registrable Securities that the Investor Parties request to be registered in a written request. The Corporation shall provide, upon request, a copy of its current shareholder register to any Investor requesting the same.",other
"ELECTRONIC CONTRACTING When you visit the Site or send e-mails to us, you are communicating with us electronically. You consent to receive communications from us electronically. We will communicate with you by e-mail or by posting notices on the Site. You agree that all agreements, notices, disclosures and other communications that we provide to you electronically satisfy any legal requirement that such communications be in writing.",other
"Official <strong>Language</strong> These Terms and Conditions are written in the English language and provided with a German language translation. The English text shall be controlling and binding. The German language translation is provided for convenience only. Registrar and Paying Agent Deutsche Bank Trust Company Americas c/o Deutsche Bank National Trust Company Trust & Securities Services 20 XxXxxxxx Xxxxxx, 2nd Floor Mail Stop: SXX00-0000 Xxxxxx, XX 00000 U.S.A Additional Paying Agent Deutsche Bank Aktiengesellschaft Gxxxx Xxxxxxxxxxxx 00-00 X-00000 Xxxxxxxxx am Main Federal Republic of Germany Non-binding German Translation of the TERMS AND CONDITIONS OF CAD NOTES ANLEIHEBEDINGUNGEN FÜR CAD-SCHULDVERSCHREIBUNGEN § 1 Allgemeine Bestimmungen",other
"replacement-of-lender (a) If any Lender gives notice pursuant to Section 3.5 or requests compensation under Section 3.6, (b) if Borrowers are required to pay any additional amount to any Lender or any Governmental Authority for the account of any Lender pursuant to Section 5.8, (c) if a Lender is a Defaulting Lender or (d) if any Lender is a Non-Consenting Lender, Borrowers may replace such Lender in accordance with Section 13.17.",other
"Any day that is not a Saturday, Sunday or banking holiday in the State.",other
"<strong>Language</strong> Consent The Proposal, as well as any and all related correspondence exchanged by the Proposer and UNDP, shall be written in the language (s) specified in the Data Sheet (DS No 4). Any printed literature furnished by the Proposer written in a language other than the language indicated in the Data Sheet, must be accompanied by a translation in the preferred language indicated in the Data Sheet. For purposes of interpretation of the Proposal, and in the event of discrepancy or inconsistency in meaning, the version translated into the preferred language shall govern. Upon conclusion of a contract, the language of the contract shall govern the relationship between the contractor and UNDP.",other
"Language Construction The definitive version of this Agreement is written in English. If this Agreement is translated into another language and there is a conflict between the English version and the translated version, the English language version controls. If Customer is located in Quebec, the parties hereby confirm that they have requested that this Agreement and all related documents be drafted in English; les parties ont exigé que le présent contrat et tous les documents connexes soient rédigés en anglais. Some versions of the Offerings which have been designated as localized or country-specific may nonetheless contain certain components and/or interfaces that are in the English language only.",other
13 SECTION 3.,other
"THIS AGREEMENT SHALL BE GOVERNED BY, AND CONSTRUED IN ACCORDANCE WITH, THE LAWS OF THE STATE OF NEW YORK WITHOUT REGARD TO PRINCIPLES OF CONFLICTS OF LAWS.",other
a. The Employer shall make reasonable provisions for the health and safety of employees during their hours of employment.,other
"Compliance with Government Rules and Regulations Tenant, its agents, employees, invitees, licensees, customers, clients and guests shall at all times faithfully observe and comply with the rules and regulations attached hereto as Exhibit C, and such other rules and regulations as may be promulgated from time to time by Landlord, and all modifications thereof and additions thereto, from time to time, put into effect by Landlord. Landlord shall not be responsible for the nonperformance by any other tenant or occupant of the Building of any said rules and regulations. In the event of an express and direct conflict between the terms, covenants, agreements and conditions of this Lease and the terms, covenants, agreements and conditions of such rules and regulations, as modified and amended from time to time by Landlord, this Lease shall control.",other
substitution-of-lenders (a) Each of the following shall constitute a “Replacement Event”:,other
"The language of this Agreement and the transactions envisaged by it is English and all notices, demands, requests, statements, certificates or other documents or communications shall be in English unless otherwise agreed.",other
"Non-Business Day Should any installment on the Note become due and payable on other than a business day of the Lender, the maturity thereof shall be extended to the next succeeding business day with interest on the principal amount thereof at the rate set forth herein.",other
"definitions-and-language This Agreement and all notices, communications and submittals between the Parties pursuant to this Agreement shall be in the English language.",other
"1. Sidewalks, doorways, vestibules, halls, stairways, and similar areas shall not be obstructed by Tenants or their officers, agents, servants, and employees, or used for any purpose other than ingress and egress to and from the Premises and for going from one part of the Building to another part of the Building.",other
"Not <strong>Demand Registration</strong> (a) If and whenever the Company shall receive at any time after [REDACTED] after the earlier to occur of the Initial Milestone Closing Date, the U.S. Milestone Closing Date or the EU Milestone Closing Date hereunder, a written request therefor from the Holders of at least 30 percent of the Registrable Securities then outstanding, the Company agrees to prepare and file promptly a registration statement under the 1933 Act covering the shares of Registrable Securities which are the subject of such request and agrees to use its best efforts to cause such registration statement to become effective as expeditiously as possible. Upon the receipt of such request, the Company agrees to give prompt written notice to all Holders of Registrable Securities that such registration is to be effected. The Company agrees to include in such registration statement such shares of Registrable Securities for which it has received a written request to register such shares by the Holders thereof within twenty (20) days after the receipt by the Holders of the written notice from the Company.",other
"Mitigation Obligations; <strong>Replacement of Lenders</strong> Under any circumstances set forth herein providing that a Borrower shall have the right to replace a Lender as a party to this Agreement and (i) if any Lender is a Defaulting Lender or (ii) any Lender fails to consent to an amendment, modification or waiver of this Agreement, or to a request that Eurocurrency Rate Loans be made in a currency other than those specifically listed in the definition of “Alternative Currency”, that pursuant to the terms hereof requires consent of all of the Lenders or all of the Lenders affected thereby (provided that, (x) such amendment, modification, waiver or currency request has been consented to by the Required Lenders and (y) all such non-consenting Lenders are replaced on the same terms), TMCC may, upon notice to such Lender and the Administrative Agent, replace such Lender by causing such Lender to assign its Commitment (with the assignment fee to be paid by TMCC in such instance) pursuant to Section 9.7(b) to one or more other Lenders or Eligible Assignees procured by TMCC; provided, however, that if TMCC elects to exercise such rights with respect to any Lender pursuant to Section 3.6(c), it shall be obligated to replace all Lenders that have made similar requests for compensation pursuant to Section 3.1 or 3.4. The applicable Borrower shall (y) pay in full all principal, accrued interest, accrued fees and other amounts owing to such Lender through the date of replacement (including any amounts payable pursuant to Section 3.5) and (z) release such Lender from its obligations under the Loan Documents. Any Lender being replaced shall execute and deliver an Assignment and Assumption with respect to such Lender’s Commitment and outstanding Loans.",other
"electronic-copies Two Impulse may send you notices (other than legal notices regarding breach and/or termination) and other communications about the Software and Services, including Updates, upgrades, newsletters, special offers and pricing or other similar information, customer surveys or other requests for feedback (“Communications”). Two Impulse will send Communications via in-product notices or email to registered email addresses of named contacts, or will post Communications on its Website/s. By accepting this Agreement, you consent to receive all such Communications through these electronic means and acknowledge that you can access such Communications on Two Impulse Websites.",other
"(a) At any time commencing after the first anniversary of the Effective Date and expiring one (1) year thereafter, the Warrantholder shall have the right, exercisable by written notice to the Company, to have the Company prepare and file with the Commission, on one occasion, a registration statement under the Act covering the registration of all of the Registrable Securities then subject to this Warrant or held by Warrantholder. The Company shall then use commercially reasonable efforts to effect, as soon as practicable after receipt of such request, the registration under the Act of all Registrable Securities.",other
"Sole and Entire Agreement This Agreement and the Merger Agreement constitute the entire agreement and supersede all prior agreements and understandings, both written and oral, between the parties hereto with respect to the subject matter hereof and thereof.",other
"Business Day Any day other than a Saturday, a Sunday, or a day on which the Certificate Insurer (with respect to matters hereunder affecting the Certificate Insurer) or banking institutions in Chicago, Illinois, Boston, Massachusetts or New York, New York are authorized or obligated by law or executive order to be closed.",other
"Non-<strong>Business Day</strong> Any day other than a Saturday, Sunday or legal holiday on which banks in Boston, Massachusetts are open for the conduct of a substantial part of their commercial banking business.",other
"28.1 Each notice, demand, request, statement, instrument, certificate, or other communication under or in connection with this Agreement shall be:",other
"Expenses of <strong>Demand Registration</strong> (a) After the occurrence of a Demand Event, one or more Initiating Holders owning individually or in the aggregate not less than the Requisite Securities may request in writing that the Company effect the registration under the Securities Act of all or part of such Initiating Holders' Registrable Securities and shall specify the number of Registrable Securities proposed to be sold and the intended method of disposition thereof (the ""DEMAND REQUEST""). The Company will give written notice of the Demand Request to all registered holders of Registrable Securities within 10 days of receipt thereof. Within 120 days of receipt of the Demand Request the Company will, subject to the terms of this Agreement, file a Registration Statement and use its best efforts to effect the registration under the Securities Act of:",other
