text,firstCharEnt1,firstCharEnt2,lastCharEnt1,lastCharEnt2,chunk1,chunk2,label1,label2,rel,direction
"3

Dated as of February 19, 2007

Reference is hereby made to that certain fully executed Wireless Content License Agreement Number 12965 dated as of December 16, 2004, as amended November 11, 2005 and March 27, 2006 (the ""Agreement""), between Fox Mobile Entertainment, Inc. ",90,244,124,273,Wireless Content License Agreement,"Fox Mobile Entertainment, Inc",DOC,PARTY,signed_by,1
" EXECUTION COPY   IP Rights Agreement

INTELLECTUAL PROPERTY RIGHTS AGREEMENT   Synchron, a California corporation having a principal place of business at 3550 General Atomics Court, San Diego, CA 92121-1122 (or one or more Affiliates, the ""Investor""), and Rare Element Resources Ltd., a British Columbia Corporation having a principal place of business at P.O. ",39,80,77,88,INTELLECTUAL PROPERTY RIGHTS AGREEMENT,Synchron,DOC,PARTY,signed_by,1
" EXECUTION COPY   IP Rights Agreement

INTELLECTUAL PROPERTY RIGHTS AGREEMENT   Synchron, a California corporation having a principal place of business at 3550 General Atomics Court, San Diego, CA 92121-1122 (or one or more Affiliates, the ""Investor""), and Rare Element Resources Ltd., a British Columbia Corporation having a principal place of business at P.O. ",39,257,77,283,INTELLECTUAL PROPERTY RIGHTS AGREEMENT,Rare Element Resources Ltd,DOC,PARTY,signed_by,1
"Exhibit 10.2    INTELLECTUAL PROPERTY AGREEMENT        between        SONY ELECTRONICS INC.        and        GSI TECHNOLOGY, INC. ",16,70,47,90,INTELLECTUAL PROPERTY AGREEMENT,SONY ELECTRONICS INC,DOC,PARTY,signed_by,1
"Exhibit 10.2    INTELLECTUAL PROPERTY AGREEMENT        between        SONY ELECTRONICS INC.        and        GSI TECHNOLOGY, INC. ",16,110,47,129,INTELLECTUAL PROPERTY AGREEMENT,"GSI TECHNOLOGY, INC",DOC,PARTY,signed_by,1
"Miscellaneous 13            9.1 Notices 13    9.2 Expenses 14    9.3 Successors and Assigns 14    9.4 Waiver 15    9.5 Entire Agreement 15    9.6 Amendments and Supplements 15    9.7 Rights of Third Parties 15    9.8 Further Assurances 16    9.9 Applicable Law 16    9.10 Execution in Counterparts 16    9.11 Titles and Headings 16    9.12 Invalid Provisions 16    9.13 Transfer Taxes 17    9.14 Attorneys' Fees 17





     INTELLECTUAL PROPERTY AGREEMENT     This Intellectual Property Agreement is made and entered into as of August 28, 2009 by and between GSI Technology, Inc., a Delaware  corporation (""PURCHASER""), on the one hand, and Sony Electronics Inc. ",425,529,456,543,INTELLECTUAL PROPERTY AGREEMENT,"August 28, 200",DOC,EFFDATE,dated_as,1
"Miscellaneous 13            9.1 Notices 13    9.2 Expenses 14    9.3 Successors and Assigns 14    9.4 Waiver 15    9.5 Entire Agreement 15    9.6 Amendments and Supplements 15    9.7 Rights of Third Parties 15    9.8 Further Assurances 16    9.9 Applicable Law 16    9.10 Execution in Counterparts 16    9.11 Titles and Headings 16    9.12 Invalid Provisions 16    9.13 Transfer Taxes 17    9.14 Attorneys' Fees 17





     INTELLECTUAL PROPERTY AGREEMENT     This Intellectual Property Agreement is made and entered into as of August 28, 2009 by and between GSI Technology, Inc., a Delaware  corporation (""PURCHASER""), on the one hand, and Sony Electronics Inc. ",466,560,497,579,Intellectual Property Agreement,"GSI Technology, Inc",DOC,PARTY,signed_by,1
"Miscellaneous 13            9.1 Notices 13    9.2 Expenses 14    9.3 Successors and Assigns 14    9.4 Waiver 15    9.5 Entire Agreement 15    9.6 Amendments and Supplements 15    9.7 Rights of Third Parties 15    9.8 Further Assurances 16    9.9 Applicable Law 16    9.10 Execution in Counterparts 16    9.11 Titles and Headings 16    9.12 Invalid Provisions 16    9.13 Transfer Taxes 17    9.14 Attorneys' Fees 17





     INTELLECTUAL PROPERTY AGREEMENT     This Intellectual Property Agreement is made and entered into as of August 28, 2009 by and between GSI Technology, Inc., a Delaware  corporation (""PURCHASER""), on the one hand, and Sony Electronics Inc. ",466,642,497,662,Intellectual Property Agreement,Sony Electronics Inc,DOC,PARTY,signed_by,1
"EXECUTION COPY PROMOTION AGREEMENT

by and between

SIGA TECHNOLOGIES, INC.

and

MERIDIAN MEDICAL TECHNOLOGIES, INC., a Pfizer company

Source: SIGA TECHNOLOGIES INC, 8-K, 6/3/2019





TABLE OF CONTENTS PAGE ARTICLE 1 DEFINITIONS 1 ARTICLE 2 GRANT OF RIGHTS 11 2.1 Grant of Rights to MMT 11 2.2 Negative Covenants 11 2.3 Non-Compete Covenant 11 2.4 Retained Rights 12 2.5 No Implied Licenses 12 2.6 [***] 12 ARTICLE 3 GOVERNANCE 12 3.1 Joint Steering Committee 12 3.2 Good Faith 12 3.3 Scope of Governance 13 ARTICLE 4 PROMOTION AND OTHER COMMERCIALIZATION 13 4.1 Promotion in the Territory 13 4.2 Diligence 14 4.3 Customer Contracts 14 4.4 Regulatory Matters 15 4.5 Discontinued Countries 15 ARTICLE 5 FORECASTING AND ORDERING 15 5.1 Product Forecasts 15 5.2 Purchase Orders 15 5.3 Delivery 16 5.4 Supply Limitation 16 5.5 Supply Penalties 16 5.6 Adverse Event Reporting 16 ARTICLE 6 PAYMENTS 16 6.1 Promotion Fee 16 6.2 Payments 17 6.3 Currency 17 6.4 Records 17 6.5 Audits 18 6.6 Blocked Payment and Indemnification 19 6.7 Source of Recovery 19 6.8 Taxes 19 ARTICLE 7 INTELLECTUAL PROPERTY 20 7.1 Ownership of SIGA Intellectual Property 20 7.2 Intellectual Property Maintenance 20 7.3 New Patents and Trademarks 20

-i-

Source: SIGA TECHNOLOGIES INC, 8-K, 6/3/2019





TABLE OF CONTENTS (CONTINUED) PAGE ARTICLE 8 REPRESENTATIONS AND WARRANTIES; COVENANTS 21 8.1 Mutual Representations and Warranties 21 8.2 Additional Representations, Warranties and Covenants of SIGA 22 8.3 Additional Representations and Warranties of MMT 26 8.4 Covenants 27 8.5 No Other Representations or Warranties 29 ARTICLE 9 INDEMNIFICATION 29 9.1 Indemnification by SIGA 29 9.2 Indemnification by MMT 30 9.3 Indemnification Procedures 30 9.4 Insurance 31 9.5 Limitation of Liability 31 ARTICLE 10 CONFIDENTIALITY 31 10.1 Confidentiality 31 10.2 Authorized Disclosure 32 10.3 Technical Publication 33 10.4 Publicity; Terms of Agreement 33 10.5 Prior Confidentiality Agreements 34 10.6 Return of Confidential Information 34 10.7 Unauthorized Use 34 10.8 Exclusive Property 34 ARTICLE 11 TERM AND TERMINATION 35 11.1 Term 35 11.2 Termination for Cause 35 11.3 Termination Upon Certain Changes of Control 36 11.4 Termination for Failure to [***] 36 11.5 Termination for Convenience 36 11.6 Effect of Termination 36 11.7 Survival 36 ARTICLE 12 DISPUTE RESOLUTION 36 12.1 Executive Officer Resolution 36 12.2 Governing Law 37 12.3 Jurisdiction 37 12.4 NO JURY TRIAL 37 ARTICLE 13 MISCELLANEOUS 38 13.1 Entire Agreement; Amendment 38 13.2 Force Majeure 38

-ii-

Source: SIGA TECHNOLOGIES INC, 8-K, 6/3/2019





TABLE OF CONTENTS (CONTINUED) PAGE 13.3 Notices 38 13.4 No Strict Construction; Interpretation; Headings 39 13.5 Assignment 40 13.6 Performance by Affiliates 40 13.7 Further Assurances and Actions 40 13.8 Severability 41 13.9 No Waiver 41 13.10 Relationship of the Parties 41 13.11 English Language 42 13.12 Counterparts 42 13.13 Schedules 42 13.14 Expenses 42

Exhibit A Permitted Subcontractors Exhibit B Business Plan Exhibit C SIGA Press Release Schedule 1 SIGA Patents Schedule 2 SIGA Trademarks Schedule 3 Safety Reporting Requirements Schedule 8.2(b) Encumbrances

-iii-

Source: SIGA TECHNOLOGIES INC, 8-K, 6/3/2019





PROMOTION AGREEMENT This PROMOTION AGREEMENT  (this ""Agreement"") is entered into as of May 31, 2019 (the ""Effective Date"") by and between SIGA TECHNOLOGIES, INC., a Delaware corporation having an address at 31 East 62nd Street, New York, NY 10065 (""SIGA""), and MERIDIAN MEDICAL TECHNOLOGIES, INC., a Pfizer company, and Delaware corporation having an address at 6350 Stevens Forest Road, Suite #301, Columbia, MD 21046 (""MMT""). ",3244,3306,3263,3318,PROMOTION AGREEMENT,"May 31, 2019",DOC,EFFDATE,dated_as,1
"EXECUTION COPY PROMOTION AGREEMENT

by and between

SIGA TECHNOLOGIES, INC.

and

MERIDIAN MEDICAL TECHNOLOGIES, INC., a Pfizer company

Source: SIGA TECHNOLOGIES INC, 8-K, 6/3/2019





TABLE OF CONTENTS PAGE ARTICLE 1 DEFINITIONS 1 ARTICLE 2 GRANT OF RIGHTS 11 2.1 Grant of Rights to MMT 11 2.2 Negative Covenants 11 2.3 Non-Compete Covenant 11 2.4 Retained Rights 12 2.5 No Implied Licenses 12 2.6 [***] 12 ARTICLE 3 GOVERNANCE 12 3.1 Joint Steering Committee 12 3.2 Good Faith 12 3.3 Scope of Governance 13 ARTICLE 4 PROMOTION AND OTHER COMMERCIALIZATION 13 4.1 Promotion in the Territory 13 4.2 Diligence 14 4.3 Customer Contracts 14 4.4 Regulatory Matters 15 4.5 Discontinued Countries 15 ARTICLE 5 FORECASTING AND ORDERING 15 5.1 Product Forecasts 15 5.2 Purchase Orders 15 5.3 Delivery 16 5.4 Supply Limitation 16 5.5 Supply Penalties 16 5.6 Adverse Event Reporting 16 ARTICLE 6 PAYMENTS 16 6.1 Promotion Fee 16 6.2 Payments 17 6.3 Currency 17 6.4 Records 17 6.5 Audits 18 6.6 Blocked Payment and Indemnification 19 6.7 Source of Recovery 19 6.8 Taxes 19 ARTICLE 7 INTELLECTUAL PROPERTY 20 7.1 Ownership of SIGA Intellectual Property 20 7.2 Intellectual Property Maintenance 20 7.3 New Patents and Trademarks 20

-i-

Source: SIGA TECHNOLOGIES INC, 8-K, 6/3/2019





TABLE OF CONTENTS (CONTINUED) PAGE ARTICLE 8 REPRESENTATIONS AND WARRANTIES; COVENANTS 21 8.1 Mutual Representations and Warranties 21 8.2 Additional Representations, Warranties and Covenants of SIGA 22 8.3 Additional Representations and Warranties of MMT 26 8.4 Covenants 27 8.5 No Other Representations or Warranties 29 ARTICLE 9 INDEMNIFICATION 29 9.1 Indemnification by SIGA 29 9.2 Indemnification by MMT 30 9.3 Indemnification Procedures 30 9.4 Insurance 31 9.5 Limitation of Liability 31 ARTICLE 10 CONFIDENTIALITY 31 10.1 Confidentiality 31 10.2 Authorized Disclosure 32 10.3 Technical Publication 33 10.4 Publicity; Terms of Agreement 33 10.5 Prior Confidentiality Agreements 34 10.6 Return of Confidential Information 34 10.7 Unauthorized Use 34 10.8 Exclusive Property 34 ARTICLE 11 TERM AND TERMINATION 35 11.1 Term 35 11.2 Termination for Cause 35 11.3 Termination Upon Certain Changes of Control 36 11.4 Termination for Failure to [***] 36 11.5 Termination for Convenience 36 11.6 Effect of Termination 36 11.7 Survival 36 ARTICLE 12 DISPUTE RESOLUTION 36 12.1 Executive Officer Resolution 36 12.2 Governing Law 37 12.3 Jurisdiction 37 12.4 NO JURY TRIAL 37 ARTICLE 13 MISCELLANEOUS 38 13.1 Entire Agreement; Amendment 38 13.2 Force Majeure 38

-ii-

Source: SIGA TECHNOLOGIES INC, 8-K, 6/3/2019





TABLE OF CONTENTS (CONTINUED) PAGE 13.3 Notices 38 13.4 No Strict Construction; Interpretation; Headings 39 13.5 Assignment 40 13.6 Performance by Affiliates 40 13.7 Further Assurances and Actions 40 13.8 Severability 41 13.9 No Waiver 41 13.10 Relationship of the Parties 41 13.11 English Language 42 13.12 Counterparts 42 13.13 Schedules 42 13.14 Expenses 42

Exhibit A Permitted Subcontractors Exhibit B Business Plan Exhibit C SIGA Press Release Schedule 1 SIGA Patents Schedule 2 SIGA Trademarks Schedule 3 Safety Reporting Requirements Schedule 8.2(b) Encumbrances

-iii-

Source: SIGA TECHNOLOGIES INC, 8-K, 6/3/2019





PROMOTION AGREEMENT This PROMOTION AGREEMENT  (this ""Agreement"") is entered into as of May 31, 2019 (the ""Effective Date"") by and between SIGA TECHNOLOGIES, INC., a Delaware corporation having an address at 31 East 62nd Street, New York, NY 10065 (""SIGA""), and MERIDIAN MEDICAL TECHNOLOGIES, INC., a Pfizer company, and Delaware corporation having an address at 6350 Stevens Forest Road, Suite #301, Columbia, MD 21046 (""MMT""). ",3244,3357,3263,3379,PROMOTION AGREEMENT,"SIGA TECHNOLOGIES, INC",DOC,PARTY,signed_by,1
"EXECUTION COPY PROMOTION AGREEMENT

by and between

SIGA TECHNOLOGIES, INC.

and

MERIDIAN MEDICAL TECHNOLOGIES, INC., a Pfizer company

Source: SIGA TECHNOLOGIES INC, 8-K, 6/3/2019





TABLE OF CONTENTS PAGE ARTICLE 1 DEFINITIONS 1 ARTICLE 2 GRANT OF RIGHTS 11 2.1 Grant of Rights to MMT 11 2.2 Negative Covenants 11 2.3 Non-Compete Covenant 11 2.4 Retained Rights 12 2.5 No Implied Licenses 12 2.6 [***] 12 ARTICLE 3 GOVERNANCE 12 3.1 Joint Steering Committee 12 3.2 Good Faith 12 3.3 Scope of Governance 13 ARTICLE 4 PROMOTION AND OTHER COMMERCIALIZATION 13 4.1 Promotion in the Territory 13 4.2 Diligence 14 4.3 Customer Contracts 14 4.4 Regulatory Matters 15 4.5 Discontinued Countries 15 ARTICLE 5 FORECASTING AND ORDERING 15 5.1 Product Forecasts 15 5.2 Purchase Orders 15 5.3 Delivery 16 5.4 Supply Limitation 16 5.5 Supply Penalties 16 5.6 Adverse Event Reporting 16 ARTICLE 6 PAYMENTS 16 6.1 Promotion Fee 16 6.2 Payments 17 6.3 Currency 17 6.4 Records 17 6.5 Audits 18 6.6 Blocked Payment and Indemnification 19 6.7 Source of Recovery 19 6.8 Taxes 19 ARTICLE 7 INTELLECTUAL PROPERTY 20 7.1 Ownership of SIGA Intellectual Property 20 7.2 Intellectual Property Maintenance 20 7.3 New Patents and Trademarks 20

-i-

Source: SIGA TECHNOLOGIES INC, 8-K, 6/3/2019





TABLE OF CONTENTS (CONTINUED) PAGE ARTICLE 8 REPRESENTATIONS AND WARRANTIES; COVENANTS 21 8.1 Mutual Representations and Warranties 21 8.2 Additional Representations, Warranties and Covenants of SIGA 22 8.3 Additional Representations and Warranties of MMT 26 8.4 Covenants 27 8.5 No Other Representations or Warranties 29 ARTICLE 9 INDEMNIFICATION 29 9.1 Indemnification by SIGA 29 9.2 Indemnification by MMT 30 9.3 Indemnification Procedures 30 9.4 Insurance 31 9.5 Limitation of Liability 31 ARTICLE 10 CONFIDENTIALITY 31 10.1 Confidentiality 31 10.2 Authorized Disclosure 32 10.3 Technical Publication 33 10.4 Publicity; Terms of Agreement 33 10.5 Prior Confidentiality Agreements 34 10.6 Return of Confidential Information 34 10.7 Unauthorized Use 34 10.8 Exclusive Property 34 ARTICLE 11 TERM AND TERMINATION 35 11.1 Term 35 11.2 Termination for Cause 35 11.3 Termination Upon Certain Changes of Control 36 11.4 Termination for Failure to [***] 36 11.5 Termination for Convenience 36 11.6 Effect of Termination 36 11.7 Survival 36 ARTICLE 12 DISPUTE RESOLUTION 36 12.1 Executive Officer Resolution 36 12.2 Governing Law 37 12.3 Jurisdiction 37 12.4 NO JURY TRIAL 37 ARTICLE 13 MISCELLANEOUS 38 13.1 Entire Agreement; Amendment 38 13.2 Force Majeure 38

-ii-

Source: SIGA TECHNOLOGIES INC, 8-K, 6/3/2019





TABLE OF CONTENTS (CONTINUED) PAGE 13.3 Notices 38 13.4 No Strict Construction; Interpretation; Headings 39 13.5 Assignment 40 13.6 Performance by Affiliates 40 13.7 Further Assurances and Actions 40 13.8 Severability 41 13.9 No Waiver 41 13.10 Relationship of the Parties 41 13.11 English Language 42 13.12 Counterparts 42 13.13 Schedules 42 13.14 Expenses 42

Exhibit A Permitted Subcontractors Exhibit B Business Plan Exhibit C SIGA Press Release Schedule 1 SIGA Patents Schedule 2 SIGA Trademarks Schedule 3 Safety Reporting Requirements Schedule 8.2(b) Encumbrances

-iii-

Source: SIGA TECHNOLOGIES INC, 8-K, 6/3/2019





PROMOTION AGREEMENT This PROMOTION AGREEMENT  (this ""Agreement"") is entered into as of May 31, 2019 (the ""Effective Date"") by and between SIGA TECHNOLOGIES, INC., a Delaware corporation having an address at 31 East 62nd Street, New York, NY 10065 (""SIGA""), and MERIDIAN MEDICAL TECHNOLOGIES, INC., a Pfizer company, and Delaware corporation having an address at 6350 Stevens Forest Road, Suite #301, Columbia, MD 21046 (""MMT""). ",3244,3480,3263,3514,PROMOTION AGREEMENT,"MERIDIAN MEDICAL TECHNOLOGIES, INC",DOC,PARTY,signed_by,1
"EXECUTION COPY PROMOTION AGREEMENT

by and between

SIGA TECHNOLOGIES, INC.

and

MERIDIAN MEDICAL TECHNOLOGIES, INC., a Pfizer company

Source: SIGA TECHNOLOGIES INC, 8-K, 6/3/2019





TABLE OF CONTENTS PAGE ARTICLE 1 DEFINITIONS 1 ARTICLE 2 GRANT OF RIGHTS 11 2.1 Grant of Rights to MMT 11 2.2 Negative Covenants 11 2.3 Non-Compete Covenant 11 2.4 Retained Rights 12 2.5 No Implied Licenses 12 2.6 [***] 12 ARTICLE 3 GOVERNANCE 12 3.1 Joint Steering Committee 12 3.2 Good Faith 12 3.3 Scope of Governance 13 ARTICLE 4 PROMOTION AND OTHER COMMERCIALIZATION 13 4.1 Promotion in the Territory 13 4.2 Diligence 14 4.3 Customer Contracts 14 4.4 Regulatory Matters 15 4.5 Discontinued Countries 15 ARTICLE 5 FORECASTING AND ORDERING 15 5.1 Product Forecasts 15 5.2 Purchase Orders 15 5.3 Delivery 16 5.4 Supply Limitation 16 5.5 Supply Penalties 16 5.6 Adverse Event Reporting 16 ARTICLE 6 PAYMENTS 16 6.1 Promotion Fee 16 6.2 Payments 17 6.3 Currency 17 6.4 Records 17 6.5 Audits 18 6.6 Blocked Payment and Indemnification 19 6.7 Source of Recovery 19 6.8 Taxes 19 ARTICLE 7 INTELLECTUAL PROPERTY 20 7.1 Ownership of SIGA Intellectual Property 20 7.2 Intellectual Property Maintenance 20 7.3 New Patents and Trademarks 20

-i-

Source: SIGA TECHNOLOGIES INC, 8-K, 6/3/2019





TABLE OF CONTENTS (CONTINUED) PAGE ARTICLE 8 REPRESENTATIONS AND WARRANTIES; COVENANTS 21 8.1 Mutual Representations and Warranties 21 8.2 Additional Representations, Warranties and Covenants of SIGA 22 8.3 Additional Representations and Warranties of MMT 26 8.4 Covenants 27 8.5 No Other Representations or Warranties 29 ARTICLE 9 INDEMNIFICATION 29 9.1 Indemnification by SIGA 29 9.2 Indemnification by MMT 30 9.3 Indemnification Procedures 30 9.4 Insurance 31 9.5 Limitation of Liability 31 ARTICLE 10 CONFIDENTIALITY 31 10.1 Confidentiality 31 10.2 Authorized Disclosure 32 10.3 Technical Publication 33 10.4 Publicity; Terms of Agreement 33 10.5 Prior Confidentiality Agreements 34 10.6 Return of Confidential Information 34 10.7 Unauthorized Use 34 10.8 Exclusive Property 34 ARTICLE 11 TERM AND TERMINATION 35 11.1 Term 35 11.2 Termination for Cause 35 11.3 Termination Upon Certain Changes of Control 36 11.4 Termination for Failure to [***] 36 11.5 Termination for Convenience 36 11.6 Effect of Termination 36 11.7 Survival 36 ARTICLE 12 DISPUTE RESOLUTION 36 12.1 Executive Officer Resolution 36 12.2 Governing Law 37 12.3 Jurisdiction 37 12.4 NO JURY TRIAL 37 ARTICLE 13 MISCELLANEOUS 38 13.1 Entire Agreement; Amendment 38 13.2 Force Majeure 38

-ii-

Source: SIGA TECHNOLOGIES INC, 8-K, 6/3/2019





TABLE OF CONTENTS (CONTINUED) PAGE 13.3 Notices 38 13.4 No Strict Construction; Interpretation; Headings 39 13.5 Assignment 40 13.6 Performance by Affiliates 40 13.7 Further Assurances and Actions 40 13.8 Severability 41 13.9 No Waiver 41 13.10 Relationship of the Parties 41 13.11 English Language 42 13.12 Counterparts 42 13.13 Schedules 42 13.14 Expenses 42

Exhibit A Permitted Subcontractors Exhibit B Business Plan Exhibit C SIGA Press Release Schedule 1 SIGA Patents Schedule 2 SIGA Trademarks Schedule 3 Safety Reporting Requirements Schedule 8.2(b) Encumbrances

-iii-

Source: SIGA TECHNOLOGIES INC, 8-K, 6/3/2019





PROMOTION AGREEMENT This PROMOTION AGREEMENT  (this ""Agreement"") is entered into as of May 31, 2019 (the ""Effective Date"") by and between SIGA TECHNOLOGIES, INC., a Delaware corporation having an address at 31 East 62nd Street, New York, NY 10065 (""SIGA""), and MERIDIAN MEDICAL TECHNOLOGIES, INC., a Pfizer company, and Delaware corporation having an address at 6350 Stevens Forest Road, Suite #301, Columbia, MD 21046 (""MMT""). ",3357,3468,3379,3472,"SIGA TECHNOLOGIES, INC",SIGA,PARTY,ALIAS,has_alias,1
